k,T,best_cost,current_cost
941,7.599925862608553,293.8926261462365,293.8926261462365
942,7.584726010883336,293.8926261462365,293.8926261462365
943,7.569556558861569,293.8926261462365,293.8926261462365
944,7.554417445743845,293.8926261462365,293.8926261462365
945,7.539308610852357,293.8926261462365,293.8926261462365
946,7.524229993630653,293.8926261462365,293.8926261462365
947,7.509181533643392,293.8926261462365,293.8926261462365
948,7.494163170576106,293.8926261462365,293.8926261462365
949,7.4791748442349535,293.8926261462365,293.8926261462365
950,7.464216494546482,293.8926261462365,293.8926261462365
951,7.449288061557391,293.8926261462365,293.8926261462365
952,7.434389485434275,293.8926261462365,293.8926261462365
953,7.419520706463406,293.8926261462365,293.8926261462365
954,7.4046816650504805,293.8926261462365,293.8926261462365
955,7.389872301720379,293.8926261462365,293.8926261462365
956,7.375092557116939,293.8926261462365,293.8926261462365
957,7.3603423720027035,293.8926261462365,293.8926261462365
958,7.345621687258699,293.8926261462365,293.8926261462365
959,7.330930443884181,293.8926261462365,293.8926261462365
960,7.316268582996413,293.8926261462365,293.8926261462365
961,7.301636045830421,293.8926261462365,293.8926261462365
962,7.287032773738759,293.8926261462365,293.8926261462365
963,7.272458708191282,293.8926261462365,293.8926261462365
964,7.257913790774899,293.8926261462365,293.8926261462365
965,7.243397963193349,293.8926261462365,293.8926261462365
966,7.228911167266963,293.8926261462365,293.8926261462365
967,7.214453344932428,293.8926261462365,293.8926261462365
968,7.200024438242564,293.8926261462365,293.8926261462365
969,7.185624389366079,293.8926261462365,293.8926261462365
970,7.171253140587347,293.8926261462365,293.8926261462365
971,7.156910634306171,293.8926261462365,293.8926261462365
972,7.142596813037559,293.8926261462365,293.8926261462365
973,7.128311619411484,293.8926261462365,293.8926261462365
974,7.114054996172661,293.8926261462365,293.8926261462365
975,7.099826886180316,293.8926261462365,293.8926261462365
976,7.085627232407956,293.8926261462365,293.8926261462365
977,7.071455977943139,293.8926261462365,293.8926261462365
978,7.057313065987253,293.8926261462365,293.8926261462365
979,7.043198439855279,293.8926261462365,293.8926261462365
980,7.0291120429755685,293.8926261462365,293.8926261462365
981,7.015053818889617,293.8926261462365,293.8926261462365
982,7.001023711251837,293.8926261462365,293.8926261462365
983,6.987021663829335,293.8926261462365,293.8926261462365
984,6.973047620501675,293.8926261462365,293.8926261462365
985,6.959101525260672,293.8926261462365,293.8926261462365
986,6.945183322210151,293.8926261462365,293.8926261462365
987,6.9312929555657306,293.8926261462365,293.8926261462365
988,6.9174303696546,293.8926261462365,293.8926261462365
989,6.9035955089152905,293.8926261462365,293.8926261462366
990,6.889788317897459,293.8926261462365,293.8926261462366
991,6.876008741261665,293.8926261462365,293.8926261462366
992,6.862256723779141,293.8926261462365,293.8926261462366
993,6.848532210331583,293.8926261462365,293.8926261462366
994,6.83483514591092,293.8926261462365,293.8926261462366
995,6.8211654756190985,293.8926261462365,293.8926261462365
996,6.80752314466786,293.8926261462365,293.8926261462365
997,6.793908098378523,293.8926261462365,293.8926261462365
998,6.7803202821817665,293.8926261462365,293.8926261462365
999,6.766759641617403,293.8926261462365,293.8926261462365
1000,6.753226122334169,293.8926261462365,293.8926261462365
1001,6.7397196700895,293.8926261462365,293.8926261462365
1002,6.726240230749321,293.8926261462365,293.8926261462365
1003,6.712787750287823,293.8926261462365,293.8926261462365
1004,6.699362174787246,293.8926261462365,293.8926261462365
1005,6.685963450437672,293.8926261462365,293.8926261462365
1006,6.672591523536797,293.8926261462365,293.8926261462365
1007,6.659246340489723,293.8926261462365,293.8926261462366
1008,6.6459278478087445,293.8926261462365,293.8926261462366
1009,6.6326359921131255,293.8926261462365,293.8926261462366
1010,6.6193707201289005,293.8926261462365,293.8926261462366
1011,6.6061319786886425,293.8926261462365,293.8926261462365
1012,6.592919714731265,293.8926261462365,293.8926261462365
1013,6.579733875301802,293.8926261462365,293.8926261462365
1014,6.566574407551198,293.8926261462365,293.8926261462366
1015,6.553441258736097,293.8926261462365,293.8926261462366
1016,6.540334376218623,293.8926261462365,293.8926261462366
1017,6.527253707466187,293.8926261462365,293.8926261462366
1018,6.514199200051254,293.8926261462365,293.8926261462365
1019,6.501170801651152,293.8926261462365,293.8926261462365
1020,6.4881684600478495,293.8926261462365,293.8926261462365
1021,6.475192123127754,293.8926261462365,293.8926261462365
1022,6.462241738881498,293.8926261462365,293.8926261462366
1023,6.449317255403736,293.8926261462365,293.8926261462365
1024,6.436418620892928,293.8926261462365,293.8926261462365
1025,6.423545783651143,293.8926261462365,293.8926261462365
1026,6.41069869208384,293.8926261462365,293.8926261462365
1027,6.397877294699672,293.8926261462365,293.8926261462366
1028,6.3850815401102725,293.8926261462365,293.8926261462366
1029,6.3723113770300515,293.8926261462365,293.8926261462366
1030,6.359566754275992,293.8926261462365,293.8926261462366
1031,6.3468476207674405,293.8926261462365,293.8926261462366
1032,6.334153925525905,293.8926261462365,293.8926261462366
1033,6.3214856176748535,293.8926261462365,293.8926261462366
1034,6.308842646439504,293.8926261462365,293.8926261462366
1035,6.296224961146625,293.8926261462365,293.8926261462366
1036,6.283632511224331,293.8926261462365,293.8926261462366
1037,6.271065246201883,293.8926261462365,293.8926261462366
1038,6.258523115709479,293.8926261462365,293.8926261462366
1039,6.24600606947806,293.8926261462365,293.8926261462366
1040,6.233514057339104,293.8926261462365,293.8926261462366
1041,6.221047029224425,293.8926261462365,293.8926261462366
1042,6.208604935165977,293.8926261462365,293.8926261462366
1043,6.196187725295645,293.8926261462365,293.8926261462365
1044,6.183795349845053,293.8926261462365,293.8926261462365
1045,6.171427759145363,293.8926261462365,293.8926261462365
1046,6.159084903627073,293.8926261462365,293.8926261462365
1047,6.146766733819818,293.8926261462365,293.8926261462365
1048,6.134473200352178,293.8926261462365,293.8926261462365
1049,6.122204253951474,293.8926261462365,293.8926261462365
1050,6.109959845443572,293.8926261462365,293.8926261462366
1051,6.097739925752684,293.8926261462365,293.8926261462366
1052,6.085544445901179,293.8926261462365,293.8926261462365
1053,6.073373357009376,293.8926261462365,293.8926261462365
1054,6.061226610295358,293.8926261462365,293.8926261462365
1055,6.049104157074766,293.8926261462365,293.8926261462365
1056,6.037005948760617,293.8926261462365,293.8926261462365
1057,6.024931936863096,293.8926261462365,293.8926261462365
1058,6.01288207298937,293.8926261462365,293.8926261462365
1059,6.0008563088433915,293.8926261462365,293.8926261462365
1060,5.988854596225704,293.8926261462365,293.8926261462365
1061,5.976876887033253,293.8926261462365,293.8926261462365
1062,5.9649231332591865,293.8926261462365,293.8926261462365
1063,5.952993286992668,293.8926261462365,293.8926261462366
1064,5.941087300418682,293.8926261462365,293.8926261462366
